record_id_1,record_id_2,same_person
REC0013579,REC0014475,0
REC0003253,REC0014892,0
REC0004888,REC0006267,0
REC0006837,REC0006838,1
REC0005331,REC0011971,0
REC0007670,REC0007672,1
REC0005437,REC0013110,0
REC0005874,REC0006700,0
REC0005666,REC0013282,0
REC0003174,REC0003175,1
REC0002532,REC0002724,0
REC0010529,REC0011071,0
REC0001077,REC0001729,0
REC0004903,REC0004904,1
REC0004295,REC0012383,0
REC0003510,REC0008416,0
REC0008022,REC0010101,0
REC0005004,REC0014452,0
REC0004339,REC0011253,0
REC0002668,REC0005925,0
REC0000200,REC0014893,0
REC0005718,REC0006154,0
REC0013611,REC0013612,1
REC0013457,REC0013458,1
REC0000734,REC0000735,1
REC0005180,REC0010768,0
REC0001883,REC0007382,0
REC0000742,REC0007502,0
REC0013246,REC0014178,0
REC0000556,REC0014188,0
REC0003676,REC0003678,1
REC0000035,REC0003152,0
REC0008735,REC0008737,1
REC0004219,REC0006644,0
REC0009035,REC0009036,1
REC0009962,REC0009963,1
REC0004413,REC0005900,0
REC0010148,REC0010150,1
REC0008244,REC0011112,0
REC0005539,REC0014718,0
REC0006406,REC0009448,0
REC0006072,REC0006073,1
REC0008600,REC0008601,1
REC0010922,REC0014292,0
REC0000646,REC0011632,0
REC0011294,REC0014223,0
REC0004093,REC0013354,0
REC0009491,REC0009493,1
REC0002374,REC0002375,1
REC0007778,REC0007779,1
REC0013532,REC0013819,0
REC0008156,REC0008157,1
REC0005480,REC0006547,0
REC0012021,REC0014705,0
REC0012574,REC0014177,0
REC0000106,REC0000108,1
REC0007911,REC0007912,1
REC0008451,REC0008452,1
REC0013634,REC0013636,1
REC0007317,REC0007318,1
REC0006468,REC0007030,0
REC0005908,REC0008702,0
REC0009568,REC0010060,0
REC0005957,REC0012300,0
REC0002293,REC0002295,1
REC0000630,REC0000631,1
REC0000439,REC0006714,0
REC0007820,REC0007924,0
REC0004172,REC0004173,1
REC0009222,REC0011300,0
REC0002290,REC0008981,0
REC0000196,REC0006332,0
REC0002460,REC0012048,0
REC0004756,REC0004757,1
REC0013868,REC0013870,1
REC0009702,REC0012253,0
REC0006932,REC0006933,1
REC0007436,REC0007437,1
REC0002373,REC0008999,0
REC0007933,REC0012869,0
REC0010868,REC0012742,0
REC0006128,REC0010116,0
REC0008060,REC0008829,0
REC0003839,REC0004645,0
REC0000821,REC0000822,1
REC0003048,REC0009334,0
REC0000429,REC0011115,0
REC0004786,REC0009201,0
REC0000206,REC0003676,0
REC0009606,REC0014780,0
REC0011346,REC0014916,0
REC0011349,REC0012408,0
REC0009348,REC0009710,0
REC0006671,REC0013253,0
REC0007060,REC0014627,0
REC0011839,REC0011840,1
REC0010618,REC0010619,1
REC0004549,REC0005868,0
REC0000985,REC0000986,1
REC0003929,REC0004095,0
REC0008582,REC0008583,1
REC0003163,REC0003164,1
REC0010030,REC0013584,0
REC0005231,REC0007410,0
REC0005652,REC0005653,1
REC0009076,REC0011844,0
REC0007535,REC0010086,0
REC0013943,REC0013944,1
REC0002303,REC0004715,0
REC0006220,REC0014594,0
REC0001857,REC0005268,0
REC0003019,REC0007233,0
REC0001108,REC0008594,0
REC0005602,REC0005603,1
REC0009310,REC0009311,1
REC0004656,REC0006423,0
REC0011474,REC0014947,0
REC0012748,REC0012749,1
REC0000661,REC0008323,0
REC0012719,REC0013829,0
REC0013934,REC0013935,1
REC0013563,REC0013564,1
REC0009570,REC0013190,0
REC0004266,REC0006924,0
REC0000899,REC0011697,0
REC0008928,REC0014612,0
REC0012747,REC0012748,1
REC0009491,REC0009492,1
REC0006321,REC0008960,0
REC0004675,REC0007803,0
REC0003075,REC0014142,0
REC0009024,REC0012317,0
REC0006074,REC0008469,0
REC0010840,REC0010841,1
REC0001931,REC0001932,1
REC0002949,REC0009428,0
REC0003135,REC0003136,1
REC0003565,REC0003566,1
REC0010107,REC0010108,1
REC0007621,REC0010282,0
REC0009108,REC0010722,0
REC0003567,REC0003568,1
REC0011783,REC0011784,1
REC0002787,REC0009339,0
REC0007402,REC0010213,0
REC0014852,REC0014853,1
REC0002307,REC0010278,0
REC0005465,REC0012447,0
REC0000441,REC0009032,0
REC0009856,REC0011909,0
REC0001528,REC0002331,0
REC0014951,REC0014952,1
REC0003752,REC0013440,0
REC0006512,REC0006513,1
REC0008031,REC0008032,1
REC0007712,REC0009886,0
REC0000104,REC0013736,0
REC0002847,REC0010048,0
REC0000368,REC0004611,0
REC0008998,REC0008999,1
REC0006136,REC0006137,1
REC0002964,REC0002965,1
REC0000415,REC0001744,0
REC0013437,REC0014638,0
REC0003098,REC0013804,0
REC0003576,REC0004392,0
REC0007681,REC0012748,0
REC0012298,REC0014342,0
REC0005841,REC0006135,0
REC0005199,REC0013965,0
REC0006180,REC0013934,0
REC0000263,REC0000265,1
REC0000176,REC0000177,1
REC0005747,REC0012566,0
REC0001975,REC0002988,0
REC0006461,REC0006462,1
REC0007418,REC0007419,1
REC0006176,REC0006177,1
REC0000559,REC0001150,0
REC0010846,REC0014394,0
REC0000819,REC0004585,0
REC0005552,REC0005913,0
REC0012171,REC0012172,1
REC0001852,REC0001853,1
REC0007676,REC0012024,0
REC0010496,REC0014963,0
REC0001675,REC0001676,1
REC0008683,REC0008684,1
REC0010884,REC0013533,0
REC0002052,REC0002053,1
REC0007155,REC0010162,0
REC0008989,REC0010998,0
REC0006435,REC0014796,0
REC0004542,REC0004543,1
REC0014426,REC0014427,1
REC0000316,REC0000479,0
REC0010913,REC0010914,1
REC0008083,REC0012914,0
REC0003569,REC0003570,1
REC0000637,REC0008202,0
REC0009347,REC0013913,0
REC0010303,REC0014163,0
REC0009260,REC0013188,0
REC0010686,REC0014220,0
REC0000535,REC0000537,1
REC0005484,REC0010364,0
REC0007800,REC0007801,1
REC0000310,REC0005147,0
REC0006378,REC0006379,1
REC0001434,REC0001435,1
REC0003726,REC0011499,0
REC0013596,REC0013598,1
REC0008600,REC0008602,1
REC0004182,REC0006817,0
REC0008592,REC0014831,0
REC0005704,REC0011096,0
REC0006300,REC0011134,0
REC0000974,REC0013990,0
REC0001272,REC0010839,0
REC0009228,REC0014475,0
REC0001709,REC0003507,0
REC0004527,REC0004528,1
REC0009253,REC0012768,0
REC0006530,REC0008897,0
REC0000480,REC0000481,1
REC0003540,REC0006283,0
REC0006393,REC0006394,1
REC0004252,REC0012594,0
REC0006825,REC0008972,0
REC0005401,REC0007058,0
REC0011416,REC0011417,1
REC0009776,REC0010946,0
REC0007638,REC0011590,0
REC0002297,REC0011314,0
REC0000593,REC0013506,0
REC0002128,REC0009681,0
REC0002532,REC0002945,0
REC0006165,REC0006166,1
REC0002321,REC0002323,1
REC0001466,REC0013913,0
REC0002087,REC0003527,0
REC0004000,REC0014316,0
REC0003337,REC0003338,1
REC0014070,REC0014071,1
REC0010486,REC0010667,0
REC0006096,REC0007223,0
REC0001366,REC0009735,0
REC0002015,REC0012726,0
REC0006532,REC0010597,0
REC0000910,REC0006134,0
REC0012505,REC0012506,1
REC0012444,REC0012445,1
REC0004691,REC0005743,0
REC0001041,REC0014429,0
REC0000168,REC0007711,0
REC0007177,REC0010875,0
REC0008142,REC0012746,0
REC0001419,REC0006355,0
REC0002583,REC0002585,1
REC0003034,REC0004137,0
REC0011525,REC0014884,0
REC0013388,REC0013389,1
REC0005597,REC0012948,0
REC0003228,REC0005566,0
REC0000599,REC0001083,0
REC0004505,REC0004506,1
REC0007421,REC0009726,0
REC0006904,REC0006905,1
REC0001847,REC0014952,0
REC0000697,REC0005618,0
REC0000854,REC0000855,1
REC0009521,REC0009522,1
REC0007598,REC0007599,1
REC0005999,REC0006000,1
REC0007852,REC0014362,0
REC0002374,REC0008882,0
REC0002655,REC0002656,1
REC0005421,REC0012288,0
REC0005045,REC0008119,0
REC0007130,REC0007131,1
REC0004741,REC0010857,0
REC0007209,REC0007210,1
REC0011544,REC0014246,0
REC0004005,REC0012527,0
REC0005267,REC0008369,0
REC0009338,REC0009339,1
REC0013568,REC0013569,1
REC0013739,REC0013740,1
REC0008082,REC0009799,0
REC0006651,REC0009659,0
REC0010901,REC0012665,0
REC0007726,REC0009049,0
REC0000566,REC0010623,0
REC0002201,REC0011800,0
REC0001787,REC0006697,0
REC0008581,REC0008583,1
REC0010394,REC0010833,0
REC0004119,REC0005413,0
REC0000302,REC0009653,0
REC0002230,REC0002824,0
REC0009244,REC0009245,1
REC0005902,REC0013478,0
REC0003809,REC0008265,0
REC0002713,REC0015009,0
REC0004893,REC0004894,1
REC0000278,REC0013266,0
REC0004950,REC0010824,0
REC0000819,REC0003821,0
REC0010848,REC0014124,0
REC0005761,REC0005762,1
REC0007133,REC0007134,1
REC0010977,REC0012997,0
REC0000159,REC0007036,0
REC0010094,REC0013382,0
REC0009089,REC0010073,0
REC0002781,REC0013065,0
REC0012018,REC0014118,0
REC0009519,REC0011890,0
REC0003151,REC0011187,0
REC0008154,REC0013923,0
REC0006911,REC0006913,1
REC0002592,REC0006395,0
REC0012308,REC0014126,0
REC0003011,REC0011908,0
REC0002359,REC0005191,0
REC0004539,REC0009387,0
REC0010170,REC0012492,0
REC0005891,REC0005893,1
REC0000263,REC0000264,1
REC0013393,REC0013395,1
REC0003314,REC0003315,1
REC0001783,REC0010058,0
REC0010839,REC0010840,1
REC0002058,REC0012628,0
REC0001831,REC0008932,0
REC0003700,REC0008467,0
REC0004778,REC0008020,0
REC0000765,REC0002925,0
REC0011822,REC0012642,0
REC0006572,REC0013422,0
REC0002105,REC0002294,0
REC0008741,REC0013789,0
REC0013998,REC0013999,1
REC0006017,REC0012131,0
REC0008074,REC0014497,0
REC0009430,REC0012211,0
REC0005504,REC0007274,0
REC0003008,REC0011271,0
REC0005092,REC0007586,0
REC0004843,REC0013823,0
REC0002882,REC0002884,1
REC0006052,REC0006954,0
REC0004569,REC0013488,0
REC0000078,REC0009404,0
REC0000665,REC0001163,0
REC0011128,REC0012334,0
REC0002925,REC0002927,1
REC0000013,REC0000457,0
REC0001415,REC0004712,0
REC0003946,REC0009716,0
REC0008759,REC0008760,1
REC0008224,REC0008225,1
REC0003355,REC0005512,0
REC0003153,REC0009898,0
REC0012925,REC0013067,0
REC0009876,REC0010618,0
REC0001692,REC0012979,0
REC0002151,REC0004868,0
REC0006011,REC0007077,0
REC0005541,REC0014287,0
REC0011444,REC0012040,0
REC0001803,REC0001805,1
REC0002620,REC0002621,1
REC0012512,REC0012513,1
REC0010196,REC0014992,0
REC0006235,REC0006236,1
REC0006943,REC0011441,0
REC0002844,REC0005408,0
REC0003671,REC0006785,0
REC0004133,REC0007921,0
REC0004762,REC0012514,0
REC0006188,REC0006189,1
REC0007771,REC0010813,0
REC0002590,REC0002591,1
REC0007677,REC0008434,0
REC0006601,REC0011553,0
REC0001604,REC0006975,0
REC0003158,REC0011213,0
REC0001172,REC0001173,1
REC0000847,REC0013079,0
REC0008884,REC0008885,1
REC0003640,REC0006810,0
REC0012338,REC0013247,0
REC0000949,REC0000950,1
REC0002107,REC0002109,1
REC0003260,REC0013329,0
REC0014853,REC0014854,1
REC0001959,REC0001960,1
REC0000636,REC0008116,0
REC0002339,REC0008352,0
REC0007819,REC0014068,0
REC0007674,REC0007676,1
REC0001358,REC0009373,0
REC0000364,REC0011985,0
REC0005839,REC0007235,0
REC0002620,REC0012303,0
REC0006062,REC0011071,0
REC0003181,REC0005270,0
REC0003728,REC0003729,1
REC0009415,REC0009416,1
REC0004099,REC0004100,1
REC0001698,REC0012436,0
REC0006297,REC0006298,1
REC0005575,REC0005576,1
REC0013866,REC0013867,1
REC0002264,REC0014522,0
REC0011462,REC0011463,1
REC0006232,REC0008649,0
REC0013655,REC0013656,1
REC0010351,REC0010352,1
REC0008991,REC0008992,1
REC0000025,REC0003324,0
REC0011322,REC0014630,0
REC0004368,REC0004369,1
REC0000737,REC0007643,0
REC0001536,REC0011154,0
REC0011981,REC0014593,0
REC0001465,REC0004805,0
REC0009575,REC0009577,1
REC0008753,REC0011947,0
REC0009248,REC0009249,1
REC0002085,REC0009265,0
REC0001066,REC0001067,1
REC0006196,REC0008081,0
REC0002547,REC0009209,0
REC0001987,REC0006405,0
REC0012410,REC0012411,1
REC0002701,REC0006409,0
REC0007255,REC0007859,0
REC0000979,REC0000980,1
REC0003025,REC0009173,0
REC0006021,REC0012392,0
REC0001319,REC0005405,0
REC0003022,REC0006991,0
REC0011298,REC0012631,0
REC0007721,REC0007722,1
REC0001937,REC0012612,0
REC0001502,REC0001503,1
REC0004935,REC0007741,0
REC0001294,REC0008946,0
REC0003488,REC0007370,0
REC0012701,REC0014181,0
REC0005362,REC0005363,1
REC0010028,REC0010271,0
REC0003338,REC0008538,0
REC0000383,REC0009627,0
REC0004145,REC0009738,0
REC0009501,REC0009502,1
REC0007489,REC0012633,0
REC0013302,REC0013303,1
REC0008093,REC0011180,0
REC0004410,REC0004411,1
REC0014111,REC0014113,1
REC0006792,REC0013602,0
REC0009201,REC0010780,0
REC0008617,REC0008618,1
REC0001531,REC0001532,1
REC0003518,REC0013103,0
REC0002638,REC0005006,0
REC0008635,REC0008636,1
REC0001551,REC0008712,0
REC0000500,REC0007732,0
REC0002420,REC0002421,1
REC0007034,REC0007035,1
REC0004182,REC0005500,0
REC0009757,REC0009758,1
REC0003179,REC0010476,0
REC0000574,REC0002375,0
REC0010030,REC0010031,1
REC0004832,REC0004833,1
REC0013770,REC0013772,1
REC0004189,REC0008010,0
REC0001862,REC0010612,0
REC0000501,REC0007782,0
REC0003585,REC0003587,1
REC0013092,REC0013253,0
REC0010229,REC0010230,1
REC0001640,REC0009070,0
REC0000417,REC0000418,1
REC0005761,REC0005763,1
REC0002425,REC0009840,0
REC0007204,REC0007205,1
REC0003621,REC0003622,1
REC0000599,REC0003507,0
REC0008900,REC0009213,0
REC0002291,REC0003538,0
REC0005867,REC0009579,0
REC0002379,REC0014534,0
REC0007353,REC0007354,1
REC0010749,REC0013593,0
REC0005656,REC0014049,0
REC0001688,REC0008120,0
REC0013181,REC0013209,0
REC0001742,REC0006051,0
REC0012234,REC0012834,0
REC0011145,REC0011146,1
REC0004151,REC0014809,0
REC0007517,REC0014455,0
REC0003321,REC0003322,1
REC0008185,REC0008240,0
REC0010697,REC0010698,1
REC0008858,REC0013072,0
REC0011680,REC0011681,1
REC0007889,REC0012983,0
REC0007031,REC0014669,0
REC0001919,REC0009224,0
REC0008493,REC0010392,0
REC0002999,REC0010048,0
REC0004938,REC0004940,1
REC0010097,REC0011904,0
REC0010034,REC0010036,1
REC0009700,REC0009701,1
REC0013283,REC0013284,1
REC0002854,REC0014390,0
REC0006512,REC0009757,0
REC0006580,REC0007126,0
REC0006985,REC0006986,1
REC0000834,REC0000835,1
REC0001293,REC0011079,0
REC0009356,REC0009357,1
REC0012685,REC0012686,1
REC0013866,REC0014038,0
REC0005965,REC0010983,0
REC0008972,REC0012751,0
REC0007710,REC0011881,0
REC0009965,REC0010192,0
REC0008211,REC0008213,1
REC0002397,REC0013939,0
REC0014831,REC0014832,1
REC0008895,REC0009070,0
REC0014526,REC0014528,1
REC0002690,REC0011367,0
REC0011362,REC0013821,0
REC0003636,REC0003637,1
REC0002686,REC0003225,0
REC0001984,REC0010266,0
REC0003022,REC0011707,0
REC0002671,REC0011679,0
REC0005756,REC0005879,0
REC0000329,REC0000331,1
REC0013296,REC0013298,1
REC0000587,REC0005230,0
REC0008290,REC0009827,0
REC0001548,REC0001549,1
REC0005965,REC0007316,0
REC0009415,REC0013996,0
REC0004014,REC0004982,0
REC0002436,REC0005335,0
REC0001210,REC0006414,0
REC0008742,REC0009263,0
REC0003686,REC0012425,0
REC0000300,REC0002254,0
REC0000450,REC0009956,0
REC0002041,REC0002042,1
REC0002234,REC0011359,0
REC0003714,REC0013048,0
REC0010373,REC0013774,0
REC0012420,REC0012421,1
REC0003760,REC0003761,1
REC0000059,REC0010676,0
REC0001586,REC0013951,0
REC0010031,REC0012837,0
REC0005307,REC0011530,0
REC0014451,REC0014452,1
REC0001361,REC0006857,0
REC0006365,REC0013364,0
REC0007191,REC0010821,0
REC0007957,REC0007958,0
REC0004810,REC0006956,0
REC0004669,REC0004670,1
REC0000366,REC0000903,0
REC0005302,REC0014419,0
REC0006042,REC0011546,0
REC0003071,REC0008797,0
REC0000663,REC0005383,0
REC0009864,REC0013763,0
REC0001769,REC0002111,0
REC0002586,REC0004319,0
REC0006197,REC0013343,0
REC0000374,REC0000375,1
REC0002293,REC0012435,0
REC0008777,REC0011695,0
REC0003993,REC0011739,0
REC0009867,REC0012151,0
REC0004777,REC0004778,1
REC0003475,REC0011632,0
REC0002018,REC0009948,0
REC0012202,REC0012204,1
REC0002883,REC0007172,0
REC0000565,REC0000567,1
REC0009071,REC0009072,1
REC0003228,REC0003456,0
REC0008532,REC0011880,0
REC0009139,REC0009140,1
REC0001671,REC0013782,0
REC0007463,REC0010112,0
REC0002479,REC0011355,0
REC0005315,REC0005316,1
REC0007877,REC0012903,0
REC0007093,REC0009810,0
REC0007101,REC0011466,0
REC0012776,REC0012777,1
REC0014449,REC0014450,1
REC0002168,REC0013621,0
REC0012297,REC0012298,1
REC0000653,REC0008055,0
REC0000850,REC0000851,1
REC0007320,REC0007321,1
REC0003894,REC0011449,0
REC0011800,REC0012179,0
REC0005979,REC0005980,1
REC0007674,REC0007675,1
REC0004907,REC0010211,0
REC0006933,REC0006945,0
REC0010213,REC0010214,1
REC0000439,REC0000440,1
REC0002685,REC0010043,0
REC0005805,REC0007480,0
REC0001758,REC0001759,1
REC0004470,REC0012355,0
REC0012368,REC0012369,1
REC0007254,REC0009432,0
REC0009330,REC0015023,0
REC0011044,REC0011045,1
REC0010375,REC0012111,0
REC0009970,REC0009971,1
REC0004449,REC0004450,1
REC0008181,REC0009841,0
REC0006194,REC0006195,1
REC0010941,REC0010942,1
REC0001606,REC0005343,0
REC0005217,REC0009999,0
REC0005568,REC0005570,1
REC0005369,REC0011359,0
REC0010918,REC0014874,0
REC0008877,REC0008878,1
REC0004566,REC0004567,1
REC0000452,REC0010663,0
REC0002834,REC0012110,0
REC0001267,REC0002730,0
REC0001081,REC0004986,0
REC0006661,REC0006662,1
REC0000603,REC0001362,0
REC0007718,REC0011061,0
REC0005734,REC0012981,0
REC0007474,REC0010788,0
REC0001969,REC0012384,0
REC0002937,REC0002938,1
REC0003426,REC0011897,0
REC0002302,REC0013448,0
REC0001696,REC0008887,0
REC0000503,REC0000504,1
REC0004146,REC0004147,1
REC0010635,REC0011027,0
REC0005200,REC0006008,0
REC0002940,REC0004873,0
REC0002041,REC0002776,0
REC0012097,REC0012098,1
REC0011803,REC0011805,1
REC0001186,REC0008138,0
REC0004577,REC0014941,0
REC0014035,REC0014036,1
REC0011293,REC0013342,0
REC0002424,REC0007455,0
REC0000312,REC0002230,0
REC0009235,REC0010107,0
REC0013401,REC0013402,1
REC0008691,REC0008692,1
REC0005351,REC0006854,0
REC0010341,REC0010342,1
REC0014508,REC0014946,0
REC0007317,REC0010974,0
REC0004632,REC0011041,0
REC0013092,REC0013094,1
REC0003903,REC0013126,0
REC0001729,REC0014424,0
REC0002272,REC0002273,1
REC0005381,REC0005382,1
REC0003455,REC0003456,1
REC0009047,REC0011778,0
REC0010280,REC0011632,0
REC0013742,REC0013743,1
REC0008323,REC0008324,1
REC0001667,REC0006691,0
REC0004542,REC0007878,0
REC0000276,REC0010801,0
REC0005344,REC0006898,0
REC0008925,REC0008926,1
REC0006958,REC0008297,0
REC0010162,REC0011437,0
REC0004103,REC0007136,0
REC0003657,REC0005300,0
REC0002506,REC0012660,0
REC0011121,REC0011122,1
REC0001307,REC0013992,0
REC0013621,REC0013622,1
REC0006197,REC0014725,0
REC0006096,REC0006097,1
REC0002418,REC0012998,0
REC0009200,REC0010526,0
REC0005158,REC0012832,0
REC0004496,REC0004498,1
REC0003429,REC0005583,0
REC0008252,REC0014036,0
REC0001201,REC0001202,1
REC0002052,REC0008918,0
REC0005042,REC0012157,0
REC0010243,REC0014882,0
REC0002783,REC0014333,0
REC0009366,REC0009367,1
REC0007054,REC0012450,0
REC0002198,REC0002199,1
REC0007268,REC0013686,0
REC0002535,REC0006696,0
REC0005850,REC0005851,1
REC0000124,REC0012475,0
REC0001278,REC0011566,0
REC0010128,REC0010129,1
REC0002259,REC0013504,0
REC0001609,REC0001611,1
REC0001624,REC0010306,0
REC0003430,REC0013820,0
REC0008995,REC0008997,1
REC0005265,REC0009688,0
REC0003073,REC0011031,0
REC0002709,REC0009528,0
REC0014111,REC0014112,1
REC0007368,REC0014505,0
REC0005096,REC0008702,0
REC0004348,REC0004349,1
REC0000152,REC0009935,0
REC0001177,REC0001708,0
REC0005143,REC0005144,1
REC0002379,REC0002380,1
REC0003262,REC0003263,1
REC0008733,REC0014420,0
REC0004482,REC0009350,0
REC0000740,REC0003188,0
REC0008276,REC0010867,0
REC0005457,REC0010907,0
REC0005545,REC0008138,0
REC0001627,REC0002850,0
REC0000754,REC0005572,0
REC0000177,REC0003222,0
REC0000118,REC0000265,0
REC0013044,REC0013045,1
REC0000632,REC0004951,0
REC0008622,REC0014011,0
REC0008241,REC0013371,0
REC0003001,REC0003002,1
REC0011458,REC0011459,1
REC0001099,REC0006040,0
REC0004265,REC0004266,1
REC0002413,REC0002872,0
REC0000408,REC0000409,1
REC0005679,REC0013231,0
REC0009222,REC0010251,0
REC0000230,REC0002506,0
REC0005910,REC0011303,0
REC0000583,REC0003058,0
REC0001861,REC0009955,0
REC0003103,REC0011305,0
REC0001685,REC0009584,0
REC0009627,REC0009628,1
REC0006304,REC0012727,0
REC0010222,REC0010223,1
REC0001903,REC0001905,1
REC0004387,REC0004976,0
REC0008785,REC0014453,0
REC0000746,REC0007215,0
REC0000750,REC0014868,0
REC0014112,REC0014113,1
REC0007618,REC0007619,1
REC0011426,REC0011427,1
REC0000344,REC0000345,1
REC0005099,REC0005100,1
REC0000266,REC0000267,1
REC0004531,REC0004532,1
REC0000607,REC0005722,0
REC0003800,REC0003802,1
REC0011962,REC0011963,1
REC0002416,REC0007589,0
REC0010955,REC0010956,1
REC0006331,REC0013301,0
REC0006454,REC0006455,1
REC0000989,REC0002714,0
REC0013575,REC0013576,1
REC0010956,REC0010957,1
REC0002613,REC0007714,0
REC0001070,REC0001071,1
REC0005755,REC0005756,1
REC0000237,REC0000238,1
REC0003450,REC0003451,1
REC0010048,REC0011482,0
REC0010652,REC0011486,0
REC0007729,REC0007730,1
REC0013596,REC0013597,1
REC0002509,REC0002511,1
REC0007299,REC0009062,0
REC0008471,REC0009658,0
REC0007794,REC0011219,0
REC0013634,REC0013635,1
REC0006596,REC0006597,1
REC0014159,REC0014825,0
REC0003825,REC0008907,0
REC0000325,REC0000326,1
REC0005881,REC0007671,0
REC0003516,REC0006103,0
REC0000894,REC0013342,0
REC0001751,REC0001752,1
REC0001491,REC0001492,1
REC0009342,REC0009343,1
REC0001584,REC0003343,0
REC0000804,REC0000805,1
REC0005835,REC0007399,0
REC0003577,REC0013113,0
REC0004620,REC0012259,0
REC0001538,REC0004149,0
REC0004978,REC0013271,0
REC0005797,REC0005799,1
REC0010792,REC0013114,0
REC0007382,REC0007383,1
REC0006951,REC0010190,0
REC0003330,REC0003331,1
REC0011389,REC0012766,0
REC0003058,REC0003059,1
REC0001277,REC0005100,0
REC0011661,REC0012305,0
REC0001040,REC0005054,0
REC0010206,REC0013344,0
REC0005575,REC0010428,0
REC0001315,REC0012675,0
REC0008214,REC0008215,1
REC0012086,REC0013570,0
REC0003353,REC0014316,0
REC0005902,REC0011682,0
REC0007983,REC0011413,0
REC0005031,REC0006014,0
REC0012894,REC0014858,0
REC0002058,REC0010476,0
REC0013747,REC0013748,1
REC0004386,REC0010416,0
REC0003917,REC0014897,0
REC0010119,REC0010120,1
REC0003644,REC0003645,1
REC0012209,REC0013280,0
REC0000488,REC0010102,0
REC0001858,REC0001859,1
REC0009248,REC0011035,0
REC0000945,REC0005683,0
REC0007503,REC0008281,0
REC0013419,REC0013420,1
REC0000609,REC0001435,0
REC0005203,REC0005204,1
REC0003826,REC0004614,0
REC0002205,REC0003665,0
REC0012629,REC0012630,1
REC0005624,REC0008961,0
REC0008200,REC0009179,0
REC0012319,REC0012320,1
REC0009745,REC0010503,0
REC0001864,REC0001865,1
REC0000615,REC0011678,0
REC0005778,REC0009992,0
REC0003259,REC0007585,0
REC0000511,REC0000512,1
REC0007615,REC0013684,0
REC0007374,REC0007375,1
REC0006780,REC0006781,1
REC0002107,REC0007256,0
REC0009650,REC0012497,0
REC0007537,REC0012545,0
REC0006819,REC0007539,0
REC0006293,REC0006294,1
REC0000996,REC0000997,1
REC0000809,REC0004369,0
REC0014929,REC0014930,1
REC0005003,REC0014769,0
REC0007493,REC0010324,0
REC0006189,REC0006190,1
REC0014359,REC0014360,1
REC0004897,REC0008073,0
REC0000862,REC0000863,1
REC0010826,REC0011043,0
REC0005096,REC0010490,0
REC0010985,REC0010986,1
REC0001867,REC0004825,0
REC0012890,REC0012892,1
REC0006465,REC0010647,0
REC0004045,REC0006075,0
REC0003512,REC0003656,0
REC0006803,REC0006907,0
REC0001308,REC0009470,0
REC0000356,REC0000357,1
REC0002344,REC0002345,1
REC0005273,REC0005274,1
REC0013754,REC0013755,1
REC0000466,REC0012022,0
REC0004482,REC0010331,0
REC0004518,REC0009407,0
REC0005053,REC0014529,0
REC0011490,REC0012435,0
REC0011217,REC0013004,0
REC0007084,REC0007170,0
REC0000989,REC0006725,0
REC0003794,REC0003795,1
REC0000531,REC0009973,0
REC0000944,REC0000945,1
REC0011826,REC0013417,0
REC0000096,REC0003310,0
REC0003202,REC0006591,0
REC0011606,REC0011607,1
REC0005340,REC0010675,0
REC0000505,REC0012569,0
REC0006997,REC0010802,0
REC0006125,REC0007227,0
REC0002264,REC0004674,0
REC0003059,REC0014553,0
REC0004362,REC0008101,0
REC0000456,REC0003606,0
REC0012285,REC0012286,1
REC0006072,REC0009954,0
REC0004895,REC0005667,0
REC0014094,REC0014095,1
REC0014986,REC0014987,1
REC0003308,REC0013959,0
REC0002131,REC0011379,0
REC0012101,REC0012102,1
REC0002153,REC0003357,0
REC0005114,REC0007905,0
REC0003222,REC0005583,0
REC0008595,REC0012904,0
REC0001011,REC0001012,1
REC0000203,REC0006979,0
REC0002568,REC0004812,0
REC0003962,REC0014608,0
REC0011498,REC0011499,1
REC0006556,REC0008981,0
REC0005425,REC0005426,1
REC0001821,REC0001822,1
REC0001362,REC0005805,0
REC0009252,REC0009253,1
REC0003230,REC0013546,0
REC0001296,REC0014751,0
REC0000080,REC0011555,0
REC0007037,REC0008894,0
REC0005086,REC0005087,1
REC0001191,REC0001192,1
REC0001809,REC0001811,1
REC0000617,REC0009571,0
REC0001142,REC0001147,0
REC0004520,REC0014133,0
REC0003358,REC0003360,1
REC0006031,REC0006033,1
REC0002827,REC0002828,1
REC0005254,REC0005255,1
REC0010881,REC0010882,1
REC0013788,REC0013790,1
REC0006949,REC0007597,0
REC0010303,REC0013521,0
REC0013651,REC0013652,1
REC0012792,REC0012793,1
REC0002105,REC0013093,0
REC0001476,REC0001477,1
REC0006840,REC0008651,0
REC0000262,REC0005542,0
REC0002560,REC0009450,0
REC0009266,REC0009267,1
REC0002979,REC0011293,0
REC0000604,REC0002250,0
REC0014839,REC0014840,1
REC0002748,REC0011246,0
REC0010703,REC0014143,0
REC0005578,REC0005579,1
REC0010776,REC0012127,0
REC0011870,REC0011871,1
REC0014840,REC0014841,1
REC0001929,REC0007533,0
REC0001808,REC0002067,0
REC0009653,REC0012754,0
REC0006137,REC0007330,0
REC0012011,REC0012012,1
REC0007779,REC0007864,0
REC0005586,REC0005587,1
REC0001907,REC0004963,0
REC0005928,REC0005929,1
REC0006264,REC0006265,1
REC0006194,REC0012123,0
